Job_Title,Skills,skill_entities,job_entities,relationships
Development Specialist,"Full-life Cycle Recruiting, Recruiting, Human Resources (HR), Executive Search, Corporate Recruiting, Script Coverage, Internet Recruiting, Networking, Marketing, Technical Recruiting","[('Full-life Cycle Recruiting', 'Skill'), ('Recruiting', 'Skill'), ('Human Resources (HR)', 'Skill'), ('Executive Search', 'Skill'), ('Corporate Recruiting', 'Skill'), ('Script Coverage', 'Skill'), ('Internet Recruiting', 'Skill'), ('Networking', 'Skill'), ('Marketing', 'Skill'), ('Technical Recruiting', 'Skill')]","[('Development Specialist', 'Job')]","[{'from_type': 'Job', 'from_id': 'Development Specialist', 'to_type': 'Skill', 'to_id': 'Full-life Cycle Recruiting', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Development Specialist', 'to_type': 'Skill', 'to_id': 'Recruiting', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Development Specialist', 'to_type': 'Skill', 'to_id': 'Human Resources (HR)', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Development Specialist', 'to_type': 'Skill', 'to_id': 'Executive Search', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Development Specialist', 'to_type': 'Skill', 'to_id': 'Corporate Recruiting', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Development Specialist', 'to_type': 'Skill', 'to_id': 'Script Coverage', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Development Specialist', 'to_type': 'Skill', 'to_id': 'Internet Recruiting', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Development Specialist', 'to_type': 'Skill', 'to_id': 'Networking', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Development Specialist', 'to_type': 'Skill', 'to_id': 'Marketing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Development Specialist', 'to_type': 'Skill', 'to_id': 'Technical Recruiting', 'type': 'REQUIRES'}]"
Dietitian,"Clinical Nutrition, Medical Nutrition Therapy, Dietetics, Nutritional Counseling, Nutrition Education, Enteral Nutrition, Motivational Interviewing, Nutritional Analysis, Nutrition, Human Nutrition","[('Clinical Nutrition', 'Skill'), ('Medical Nutrition Therapy', 'Skill'), ('Dietetics', 'Skill'), ('Nutritional Counseling', 'Skill'), ('Nutrition Education', 'Skill'), ('Enteral Nutrition', 'Skill'), ('Motivational Interviewing', 'Skill'), ('Nutritional Analysis', 'Skill'), ('Nutrition', 'Skill'), ('Human Nutrition', 'Skill')]","[('Dietitian', 'Job')]","[{'from_type': 'Job', 'from_id': 'Dietitian', 'to_type': 'Skill', 'to_id': 'Clinical Nutrition', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Dietitian', 'to_type': 'Skill', 'to_id': 'Medical Nutrition Therapy', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Dietitian', 'to_type': 'Skill', 'to_id': 'Dietetics', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Dietitian', 'to_type': 'Skill', 'to_id': 'Nutritional Counseling', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Dietitian', 'to_type': 'Skill', 'to_id': 'Nutrition Education', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Dietitian', 'to_type': 'Skill', 'to_id': 'Enteral Nutrition', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Dietitian', 'to_type': 'Skill', 'to_id': 'Motivational Interviewing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Dietitian', 'to_type': 'Skill', 'to_id': 'Nutritional Analysis', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Dietitian', 'to_type': 'Skill', 'to_id': 'Nutrition', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Dietitian', 'to_type': 'Skill', 'to_id': 'Human Nutrition', 'type': 'REQUIRES'}]"
Digital Marketing Consultant,"Digital Marketing, Search Engine Optimization (SEO), Google Analytics, Social Media Marketing, Marketing Strategy, Email Marketing, Pay Per Click (PPC), Search Engine Marketing (SEM), Content Strategy, Digital Strategy","[('Digital Marketing', 'Skill'), ('Search Engine Optimization (SEO)', 'Skill'), ('Google Analytics', 'Skill'), ('Social Media Marketing', 'Skill'), ('Marketing Strategy', 'Skill'), ('Email Marketing', 'Skill'), ('Pay Per Click (PPC)', 'Skill'), ('Search Engine Marketing (SEM)', 'Skill'), ('Content Strategy', 'Skill'), ('Digital Strategy', 'Skill')]","[('Digital Marketing Consultant', 'Job')]","[{'from_type': 'Job', 'from_id': 'Digital Marketing Consultant', 'to_type': 'Skill', 'to_id': 'Digital Marketing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Digital Marketing Consultant', 'to_type': 'Skill', 'to_id': 'Search Engine Optimization (SEO)', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Digital Marketing Consultant', 'to_type': 'Skill', 'to_id': 'Google Analytics', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Digital Marketing Consultant', 'to_type': 'Skill', 'to_id': 'Social Media Marketing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Digital Marketing Consultant', 'to_type': 'Skill', 'to_id': 'Marketing Strategy', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Digital Marketing Consultant', 'to_type': 'Skill', 'to_id': 'Email Marketing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Digital Marketing Consultant', 'to_type': 'Skill', 'to_id': 'Pay Per Click (PPC)', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Digital Marketing Consultant', 'to_type': 'Skill', 'to_id': 'Search Engine Marketing (SEM)', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Digital Marketing Consultant', 'to_type': 'Skill', 'to_id': 'Content Strategy', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Digital Marketing Consultant', 'to_type': 'Skill', 'to_id': 'Digital Strategy', 'type': 'REQUIRES'}]"
Digital Marketing Manager,"Digital Marketing, Search Engine Optimization (SEO), Email Marketing, Google Analytics, Social Media Marketing, B2B Marketing, Search Engine Marketing (SEM), Marketing Strategy, Paid Search Strategy, Content Marketing","[('Digital Marketing', 'Skill'), ('Search Engine Optimization (SEO)', 'Skill'), ('Email Marketing', 'Skill'), ('Google Analytics', 'Skill'), ('Social Media Marketing', 'Skill'), ('B2B Marketing', 'Skill'), ('Search Engine Marketing (SEM)', 'Skill'), ('Marketing Strategy', 'Skill'), ('Paid Search Strategy', 'Skill'), ('Content Marketing', 'Skill')]","[('Digital Marketing Manager', 'Job')]","[{'from_type': 'Job', 'from_id': 'Digital Marketing Manager', 'to_type': 'Skill', 'to_id': 'Digital Marketing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Digital Marketing Manager', 'to_type': 'Skill', 'to_id': 'Search Engine Optimization (SEO)', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Digital Marketing Manager', 'to_type': 'Skill', 'to_id': 'Email Marketing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Digital Marketing Manager', 'to_type': 'Skill', 'to_id': 'Google Analytics', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Digital Marketing Manager', 'to_type': 'Skill', 'to_id': 'Social Media Marketing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Digital Marketing Manager', 'to_type': 'Skill', 'to_id': 'B2B Marketing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Digital Marketing Manager', 'to_type': 'Skill', 'to_id': 'Search Engine Marketing (SEM)', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Digital Marketing Manager', 'to_type': 'Skill', 'to_id': 'Marketing Strategy', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Digital Marketing Manager', 'to_type': 'Skill', 'to_id': 'Paid Search Strategy', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Digital Marketing Manager', 'to_type': 'Skill', 'to_id': 'Content Marketing', 'type': 'REQUIRES'}]"
Digital Marketing Specialist,"Digital Marketing, Search Engine Optimization (SEO), Google Analytics, Social Media Marketing, Email Marketing, Social Media, Content Marketing, Search Engine Marketing (SEM), Marketing Strategy, Copywriting","[('Digital Marketing', 'Skill'), ('Search Engine Optimization (SEO)', 'Skill'), ('Google Analytics', 'Skill'), ('Social Media Marketing', 'Skill'), ('Email Marketing', 'Skill'), ('Social Media', 'Skill'), ('Content Marketing', 'Skill'), ('Search Engine Marketing (SEM)', 'Skill'), ('Marketing Strategy', 'Skill'), ('Copywriting', 'Skill')]","[('Digital Marketing Specialist', 'Job')]","[{'from_type': 'Job', 'from_id': 'Digital Marketing Specialist', 'to_type': 'Skill', 'to_id': 'Digital Marketing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Digital Marketing Specialist', 'to_type': 'Skill', 'to_id': 'Search Engine Optimization (SEO)', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Digital Marketing Specialist', 'to_type': 'Skill', 'to_id': 'Google Analytics', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Digital Marketing Specialist', 'to_type': 'Skill', 'to_id': 'Social Media Marketing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Digital Marketing Specialist', 'to_type': 'Skill', 'to_id': 'Email Marketing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Digital Marketing Specialist', 'to_type': 'Skill', 'to_id': 'Social Media', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Digital Marketing Specialist', 'to_type': 'Skill', 'to_id': 'Content Marketing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Digital Marketing Specialist', 'to_type': 'Skill', 'to_id': 'Search Engine Marketing (SEM)', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Digital Marketing Specialist', 'to_type': 'Skill', 'to_id': 'Marketing Strategy', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Digital Marketing Specialist', 'to_type': 'Skill', 'to_id': 'Copywriting', 'type': 'REQUIRES'}]"
Digital Specialist,"Digital Marketing, Social Media, Social Media Marketing, Digital Media, Digital Strategy, Adobe Premiere Pro, Video Editing, Graphic Design, Adobe Photoshop, Adobe Creative Suite","[('Digital Marketing', 'Skill'), ('Social Media', 'Skill'), ('Social Media Marketing', 'Skill'), ('Digital Media', 'Skill'), ('Digital Strategy', 'Skill'), ('Adobe Premiere Pro', 'Skill'), ('Video Editing', 'Skill'), ('Graphic Design', 'Skill'), ('Adobe Photoshop', 'Skill'), ('Adobe Creative Suite', 'Skill')]","[('Digital Specialist', 'Job')]","[{'from_type': 'Job', 'from_id': 'Digital Specialist', 'to_type': 'Skill', 'to_id': 'Digital Marketing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Digital Specialist', 'to_type': 'Skill', 'to_id': 'Social Media', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Digital Specialist', 'to_type': 'Skill', 'to_id': 'Social Media Marketing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Digital Specialist', 'to_type': 'Skill', 'to_id': 'Digital Media', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Digital Specialist', 'to_type': 'Skill', 'to_id': 'Digital Strategy', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Digital Specialist', 'to_type': 'Skill', 'to_id': 'Adobe Premiere Pro', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Digital Specialist', 'to_type': 'Skill', 'to_id': 'Video Editing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Digital Specialist', 'to_type': 'Skill', 'to_id': 'Graphic Design', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Digital Specialist', 'to_type': 'Skill', 'to_id': 'Adobe Photoshop', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Digital Specialist', 'to_type': 'Skill', 'to_id': 'Adobe Creative Suite', 'type': 'REQUIRES'}]"
Direct Support Professional,"Medication Administration, First Aid, Direct Patient Care, Cardiopulmonary Resuscitation (CPR), Developmental Disabilities, Intellectual Disabilities, Adult CPR, Customer Service, NA, Healthcare","[('Medication Administration', 'Skill'), ('First Aid', 'Skill'), ('Direct Patient Care', 'Skill'), ('Cardiopulmonary Resuscitation (CPR)', 'Skill'), ('Developmental Disabilities', 'Skill'), ('Intellectual Disabilities', 'Skill'), ('Adult CPR', 'Skill'), ('Customer Service', 'Skill'), ('NA', 'Skill'), ('Healthcare', 'Skill')]","[('Direct Support Professional', 'Job')]","[{'from_type': 'Job', 'from_id': 'Direct Support Professional', 'to_type': 'Skill', 'to_id': 'Medication Administration', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Direct Support Professional', 'to_type': 'Skill', 'to_id': 'First Aid', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Direct Support Professional', 'to_type': 'Skill', 'to_id': 'Direct Patient Care', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Direct Support Professional', 'to_type': 'Skill', 'to_id': 'Cardiopulmonary Resuscitation (CPR)', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Direct Support Professional', 'to_type': 'Skill', 'to_id': 'Developmental Disabilities', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Direct Support Professional', 'to_type': 'Skill', 'to_id': 'Intellectual Disabilities', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Direct Support Professional', 'to_type': 'Skill', 'to_id': 'Adult CPR', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Direct Support Professional', 'to_type': 'Skill', 'to_id': 'Customer Service', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Direct Support Professional', 'to_type': 'Skill', 'to_id': 'NA', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Direct Support Professional', 'to_type': 'Skill', 'to_id': 'Healthcare', 'type': 'REQUIRES'}]"
Director of Product Management,"Product Management, Product Strategy, Product Development, Product Road Mapping, Agile Methodologies, Cross-functional Team Leadership, Business Strategy, Product Marketing, Product Innovation, Product Launch","[('Product Management', 'Skill'), ('Product Strategy', 'Skill'), ('Product Development', 'Skill'), ('Product Road Mapping', 'Skill'), ('Agile Methodologies', 'Skill'), ('Cross-functional Team Leadership', 'Skill'), ('Business Strategy', 'Skill'), ('Product Marketing', 'Skill'), ('Product Innovation', 'Skill'), ('Product Launch', 'Skill')]","[('Director of Product Management', 'Job')]","[{'from_type': 'Job', 'from_id': 'Director of Product Management', 'to_type': 'Skill', 'to_id': 'Product Management', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Director of Product Management', 'to_type': 'Skill', 'to_id': 'Product Strategy', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Director of Product Management', 'to_type': 'Skill', 'to_id': 'Product Development', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Director of Product Management', 'to_type': 'Skill', 'to_id': 'Product Road Mapping', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Director of Product Management', 'to_type': 'Skill', 'to_id': 'Agile Methodologies', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Director of Product Management', 'to_type': 'Skill', 'to_id': 'Cross-functional Team Leadership', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Director of Product Management', 'to_type': 'Skill', 'to_id': 'Business Strategy', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Director of Product Management', 'to_type': 'Skill', 'to_id': 'Product Marketing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Director of Product Management', 'to_type': 'Skill', 'to_id': 'Product Innovation', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Director of Product Management', 'to_type': 'Skill', 'to_id': 'Product Launch', 'type': 'REQUIRES'}]"
Director of Software Engineering,"Software Development, Amazon Web Services (AWS), Software Development Life Cycle (SDLC), DevOps, Software Design, Cloud Computing, Software Project Management, Microservices, Technical Leadership, Agile Methodologies","[('Software Development', 'Skill'), ('Amazon Web Services (AWS)', 'Skill'), ('Software Development Life Cycle (SDLC)', 'Skill'), ('DevOps', 'Skill'), ('Software Design', 'Skill'), ('Cloud Computing', 'Skill'), ('Software Project Management', 'Skill'), ('Microservices', 'Skill'), ('Technical Leadership', 'Skill'), ('Agile Methodologies', 'Skill')]","[('Director of Software Engineering', 'Job')]","[{'from_type': 'Job', 'from_id': 'Director of Software Engineering', 'to_type': 'Skill', 'to_id': 'Software Development', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Director of Software Engineering', 'to_type': 'Skill', 'to_id': 'Amazon Web Services (AWS)', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Director of Software Engineering', 'to_type': 'Skill', 'to_id': 'Software Development Life Cycle (SDLC)', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Director of Software Engineering', 'to_type': 'Skill', 'to_id': 'DevOps', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Director of Software Engineering', 'to_type': 'Skill', 'to_id': 'Software Design', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Director of Software Engineering', 'to_type': 'Skill', 'to_id': 'Cloud Computing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Director of Software Engineering', 'to_type': 'Skill', 'to_id': 'Software Project Management', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Director of Software Engineering', 'to_type': 'Skill', 'to_id': 'Microservices', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Director of Software Engineering', 'to_type': 'Skill', 'to_id': 'Technical Leadership', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Director of Software Engineering', 'to_type': 'Skill', 'to_id': 'Agile Methodologies', 'type': 'REQUIRES'}]"
Disk Jockey,"DJing, Music Production, Music, Wedding DJ, Music Industry, Audio Engineering, Live Sound, Live Events, Audio Mixing, Serato","[('DJing', 'Skill'), ('Music Production', 'Skill'), ('Music', 'Skill'), ('Wedding DJ', 'Skill'), ('Music Industry', 'Skill'), ('Audio Engineering', 'Skill'), ('Live Sound', 'Skill'), ('Live Events', 'Skill'), ('Audio Mixing', 'Skill'), ('Serato', 'Skill')]","[('Disk Jockey', 'Job')]","[{'from_type': 'Job', 'from_id': 'Disk Jockey', 'to_type': 'Skill', 'to_id': 'DJing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Disk Jockey', 'to_type': 'Skill', 'to_id': 'Music Production', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Disk Jockey', 'to_type': 'Skill', 'to_id': 'Music', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Disk Jockey', 'to_type': 'Skill', 'to_id': 'Wedding DJ', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Disk Jockey', 'to_type': 'Skill', 'to_id': 'Music Industry', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Disk Jockey', 'to_type': 'Skill', 'to_id': 'Audio Engineering', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Disk Jockey', 'to_type': 'Skill', 'to_id': 'Live Sound', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Disk Jockey', 'to_type': 'Skill', 'to_id': 'Live Events', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Disk Jockey', 'to_type': 'Skill', 'to_id': 'Audio Mixing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Disk Jockey', 'to_type': 'Skill', 'to_id': 'Serato', 'type': 'REQUIRES'}]"
Distributor,"Customer Research, Direct Sales, Account Management, Sales, Team Building, Wellness, Business Development, Nutrition, Online Marketing, Marketing","[('Customer Research', 'Skill'), ('Direct Sales', 'Skill'), ('Account Management', 'Skill'), ('Sales', 'Skill'), ('Team Building', 'Skill'), ('Wellness', 'Skill'), ('Business Development', 'Skill'), ('Nutrition', 'Skill'), ('Online Marketing', 'Skill'), ('Marketing', 'Skill')]","[('Distributor', 'Job')]","[{'from_type': 'Job', 'from_id': 'Distributor', 'to_type': 'Skill', 'to_id': 'Customer Research', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Distributor', 'to_type': 'Skill', 'to_id': 'Direct Sales', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Distributor', 'to_type': 'Skill', 'to_id': 'Account Management', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Distributor', 'to_type': 'Skill', 'to_id': 'Sales', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Distributor', 'to_type': 'Skill', 'to_id': 'Team Building', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Distributor', 'to_type': 'Skill', 'to_id': 'Wellness', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Distributor', 'to_type': 'Skill', 'to_id': 'Business Development', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Distributor', 'to_type': 'Skill', 'to_id': 'Nutrition', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Distributor', 'to_type': 'Skill', 'to_id': 'Online Marketing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Distributor', 'to_type': 'Skill', 'to_id': 'Marketing', 'type': 'REQUIRES'}]"
Driver,"Professional Driving, CDL Class A, Transportation, Truck Driving, Customer Service, Commercial Driving, CDL, Forklift Operation, Time Management, Sales","[('Professional Driving', 'Skill'), ('CDL Class A', 'Skill'), ('Transportation', 'Skill'), ('Truck Driving', 'Skill'), ('Customer Service', 'Skill'), ('Commercial Driving', 'Skill'), ('CDL', 'Skill'), ('Forklift Operation', 'Skill'), ('Time Management', 'Skill'), ('Sales', 'Skill')]","[('Driver', 'Job')]","[{'from_type': 'Job', 'from_id': 'Driver', 'to_type': 'Skill', 'to_id': 'Professional Driving', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Driver', 'to_type': 'Skill', 'to_id': 'CDL Class A', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Driver', 'to_type': 'Skill', 'to_id': 'Transportation', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Driver', 'to_type': 'Skill', 'to_id': 'Truck Driving', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Driver', 'to_type': 'Skill', 'to_id': 'Customer Service', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Driver', 'to_type': 'Skill', 'to_id': 'Commercial Driving', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Driver', 'to_type': 'Skill', 'to_id': 'CDL', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Driver', 'to_type': 'Skill', 'to_id': 'Forklift Operation', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Driver', 'to_type': 'Skill', 'to_id': 'Time Management', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Driver', 'to_type': 'Skill', 'to_id': 'Sales', 'type': 'REQUIRES'}]"
