Job Title,Skills,skill_entities,job_entities,relationships
Audit Associate,"U.S. Generally Accepted Accounting Principles (GAAP), Auditing, Alteryx, Accounting, Financial Audits, Generally Accepted Accounting Principles (GAAP), Personal Development, Microsoft Power BI, Financial Accounting, Financial Reporting","[('U.S. Generally Accepted Accounting Principles (GAAP), Auditing, Alteryx, Accounting, Financial Audits, Generally Accepted Accounting Principles (GAAP), Personal Development, Microsoft Power BI, Financial Accounting, Financial Reporting', 'SKILL')]","[('Audit Associate', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Audit Associate', 'to_type': 'SKILL', 'to_id': 'U.S. Generally Accepted Accounting Principles (GAAP), Auditing, Alteryx, Accounting, Financial Audits, Generally Accepted Accounting Principles (GAAP), Personal Development, Microsoft Power BI, Financial Accounting, Financial Reporting', 'type': 'REQUIRES'}]"
Auditor,"Auditing, Internal Audits, Accounting, Financial Audits, Generally Accepted Accounting Principles (GAAP), Financial Accounting, Internal Controls, Financial Reporting, Financial Statements, Financial Analysis","[('Auditing, Internal Audits, Accounting, Financial Audits, Generally Accepted Accounting Principles (GAAP), Financial Accounting, Internal Controls, Financial Reporting, Financial Statements, Financial Analysis', 'SKILL')]","[('Auditor', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Auditor', 'to_type': 'SKILL', 'to_id': 'Auditing, Internal Audits, Accounting, Financial Audits, Generally Accepted Accounting Principles (GAAP), Financial Accounting, Internal Controls, Financial Reporting, Financial Statements, Financial Analysis', 'type': 'REQUIRES'}]"
Automation Engineer,"Automation, Selenium, Test Automation, Selenium WebDriver, Cucumber, Jenkins, Java, Python (Programming Language), TestNG, Programmable Logic Controller (PLC)","[('Automation, Selenium, Test Automation, Selenium WebDriver, Cucumber, Jenkins, Java, Python (Programming Language), TestNG, Programmable Logic Controller (PLC)', 'SKILL')]","[('Automation Engineer', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Automation Engineer', 'to_type': 'SKILL', 'to_id': 'Automation, Selenium, Test Automation, Selenium WebDriver, Cucumber, Jenkins, Java, Python (Programming Language), TestNG, Programmable Logic Controller (PLC)', 'type': 'REQUIRES'}]"
Automotive Technician,"Automotive Repair, Brake, Suspension, Automotive, ASE Certified, Vehicle Maintenance, Automotive Electronics, Automotive Technology, Automotive Parts, Tires","[('Automotive Repair, Brake, Suspension, Automotive, ASE Certified, Vehicle Maintenance, Automotive Electronics, Automotive Technology, Automotive Parts, Tires', 'SKILL')]","[('Automotive Technician', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Automotive Technician', 'to_type': 'SKILL', 'to_id': 'Automotive Repair, Brake, Suspension, Automotive, ASE Certified, Vehicle Maintenance, Automotive Electronics, Automotive Technology, Automotive Parts, Tires', 'type': 'REQUIRES'}]"
Babysitter,"Childcare, Working With Children, Babysitting, Organization Skills, Leadership, Communication, Time Management, Customer Service, Problem Solving, Cardiopulmonary Resuscitation (CPR)","[('Childcare, Working With Children, Babysitting, Organization Skills, Leadership, Communication, Time Management, Customer Service, Problem Solving, Cardiopulmonary Resuscitation (CPR)', 'SKILL')]","[('Babysitter', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Babysitter', 'to_type': 'SKILL', 'to_id': 'Childcare, Working With Children, Babysitting, Organization Skills, Leadership, Communication, Time Management, Customer Service, Problem Solving, Cardiopulmonary Resuscitation (CPR)', 'type': 'REQUIRES'}]"
Baker,"Baking, Bakery, Pastry, Bread, Food & Beverage, Cake Decorating, Food Safety, Food Preparation, Culinary Skills, Customer Service","[('Baking, Bakery, Pastry, Bread, Food & Beverage, Cake Decorating, Food Safety, Food Preparation, Culinary Skills, Customer Service', 'SKILL')]","[('Baker', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Baker', 'to_type': 'SKILL', 'to_id': 'Baking, Bakery, Pastry, Bread, Food & Beverage, Cake Decorating, Food Safety, Food Preparation, Culinary Skills, Customer Service', 'type': 'REQUIRES'}]"
Bank Teller,"Teller Operations, Cash Handling, Banking, Customer Service, Client Relations, Multitasking, Retail Banking, Customer Satisfaction, Spanish, Cashiering","[('Teller Operations, Cash Handling, Banking, Customer Service, Client Relations, Multitasking, Retail Banking, Customer Satisfaction, Spanish, Cashiering', 'SKILL')]","[('Bank Teller', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Bank Teller', 'to_type': 'SKILL', 'to_id': 'Teller Operations, Cash Handling, Banking, Customer Service, Client Relations, Multitasking, Retail Banking, Customer Satisfaction, Spanish, Cashiering', 'type': 'REQUIRES'}]"
Banker,"Banking, Retail Banking, Cash Handling, Personal Banking, Financial Services, Branch Banking, Customer Service, Sales, Customer Relationship Management (CRM), Teller Operations","[('Banking, Retail Banking, Cash Handling, Personal Banking, Financial Services, Branch Banking, Customer Service, Sales, Customer Relationship Management (CRM), Teller Operations', 'SKILL')]","[('Banker', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Banker', 'to_type': 'SKILL', 'to_id': 'Banking, Retail Banking, Cash Handling, Personal Banking, Financial Services, Branch Banking, Customer Service, Sales, Customer Relationship Management (CRM), Teller Operations', 'type': 'REQUIRES'}]"
Bar Manager,"Bartending, Restaurant Management, Food & Beverage, Cocktails, Sales, Hospitality Management, Bar, Inventory Management, Hospitality, Customer Service","[('Bartending, Restaurant Management, Food & Beverage, Cocktails, Sales, Hospitality Management, Bar, Inventory Management, Hospitality, Customer Service', 'SKILL')]","[('Bar Manager', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Bar Manager', 'to_type': 'SKILL', 'to_id': 'Bartending, Restaurant Management, Food & Beverage, Cocktails, Sales, Hospitality Management, Bar, Inventory Management, Hospitality, Customer Service', 'type': 'REQUIRES'}]"
Barista,"Barista, Customer Service, Barista Training, Food & Beverage, Time Management, Communication, Organization Skills, Cash Handling, Multitasking, Specialty Coffee","[('Barista, Customer Service, Barista Training, Food & Beverage, Time Management, Communication, Organization Skills, Cash Handling, Multitasking, Specialty Coffee', 'SKILL')]","[('Barista', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Barista', 'to_type': 'SKILL', 'to_id': 'Barista, Customer Service, Barista Training, Food & Beverage, Time Management, Communication, Organization Skills, Cash Handling, Multitasking, Specialty Coffee', 'type': 'REQUIRES'}]"
Bartender,"Bartending, Cocktails, Sales, Food & Beverage, Customer Service, Hospitality, Bar, Time Management, Multitasking, Communication","[('Bartending, Cocktails, Sales, Food & Beverage, Customer Service, Hospitality, Bar, Time Management, Multitasking, Communication', 'SKILL')]","[('Bartender', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Bartender', 'to_type': 'SKILL', 'to_id': 'Bartending, Cocktails, Sales, Food & Beverage, Customer Service, Hospitality, Bar, Time Management, Multitasking, Communication', 'type': 'REQUIRES'}]"
Basketball Coach,"Basketball Coaching, Sports Coaching, Basketball, Sports, Athletics, Sports Management, Coaching, Teaching, Player Development, Leadership","[('Basketball Coaching, Sports Coaching, Basketball, Sports, Athletics, Sports Management, Coaching, Teaching, Player Development, Leadership', 'SKILL')]","[('Basketball Coach', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Basketball Coach', 'to_type': 'SKILL', 'to_id': 'Basketball Coaching, Sports Coaching, Basketball, Sports, Athletics, Sports Management, Coaching, Teaching, Player Development, Leadership', 'type': 'REQUIRES'}]"
Beauty Advisor,"Beauty Industry, Cosmetics, Makeup Artistry, Retail, Skin Care, Luxury Goods, Retail Sales, Fashion, Sales, Customer Service","[('Beauty Industry, Cosmetics, Makeup Artistry, Retail, Skin Care, Luxury Goods, Retail Sales, Fashion, Sales, Customer Service', 'SKILL')]","[('Beauty Advisor', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Beauty Advisor', 'to_type': 'SKILL', 'to_id': 'Beauty Industry, Cosmetics, Makeup Artistry, Retail, Skin Care, Luxury Goods, Retail Sales, Fashion, Sales, Customer Service', 'type': 'REQUIRES'}]"
Behavioral Health Technician,"Applied Behavior Analysis, NA, Autism Spectrum Disorders, Working With Children, Behavior Management, Data Collection, Behavior Analysis, Behavioral Intervention, Positive Behavior Support, Data Entry","[('Applied Behavior Analysis, NA, Autism Spectrum Disorders, Working With Children, Behavior Management, Data Collection, Behavior Analysis, Behavioral Intervention, Positive Behavior Support, Data Entry', 'SKILL')]","[('Behavioral Health Technician', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Behavioral Health Technician', 'to_type': 'SKILL', 'to_id': 'Applied Behavior Analysis, NA, Autism Spectrum Disorders, Working With Children, Behavior Management, Data Collection, Behavior Analysis, Behavioral Intervention, Positive Behavior Support, Data Entry', 'type': 'REQUIRES'}]"
Behavioral Therapist,"Applied Behavior Analysis, Autism Spectrum Disorders, NA, Behavioral Therapy, Behavior Management, Teaching, Behavioral Intervention, Data Collection, Working With Children, Behavior Analysis","[('Applied Behavior Analysis, Autism Spectrum Disorders, NA, Behavioral Therapy, Behavior Management, Teaching, Behavioral Intervention, Data Collection, Working With Children, Behavior Analysis', 'SKILL')]","[('Behavioral Therapist', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Behavioral Therapist', 'to_type': 'SKILL', 'to_id': 'Applied Behavior Analysis, Autism Spectrum Disorders, NA, Behavioral Therapy, Behavior Management, Teaching, Behavioral Intervention, Data Collection, Working With Children, Behavior Analysis', 'type': 'REQUIRES'}]"
Benefits Specialist,"Benefits Administration, Employee Benefits Design, Insurance, Open Enrollment, U.S. Family and Medical Leave Act (FMLA), Benefits Management, Life Insurance, Health Insurance, Compensation and Benefits, Retirement Benefits","[('Benefits Administration, Employee Benefits Design, Insurance, Open Enrollment, U.S. Family and Medical Leave Act (FMLA), Benefits Management, Life Insurance, Health Insurance, Compensation and Benefits, Retirement Benefits', 'SKILL')]","[('Benefits Specialist', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Benefits Specialist', 'to_type': 'SKILL', 'to_id': 'Benefits Administration, Employee Benefits Design, Insurance, Open Enrollment, U.S. Family and Medical Leave Act (FMLA), Benefits Management, Life Insurance, Health Insurance, Compensation and Benefits, Retirement Benefits', 'type': 'REQUIRES'}]"
Billing Specialist,"Client Billing, Medical Billing, Billing Process, Accounts Receivable (AR), Invoicing, Billing Systems, Insurance Billing, Data Entry, Billing Services, Medical Coding","[('Client Billing, Medical Billing, Billing Process, Accounts Receivable (AR), Invoicing, Billing Systems, Insurance Billing, Data Entry, Billing Services, Medical Coding', 'SKILL')]","[('Billing Specialist', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Billing Specialist', 'to_type': 'SKILL', 'to_id': 'Client Billing, Medical Billing, Billing Process, Accounts Receivable (AR), Invoicing, Billing Systems, Insurance Billing, Data Entry, Billing Services, Medical Coding', 'type': 'REQUIRES'}]"
Blogger,"Blogging, Writing, Web Content Writing, Creative Writing, Blogger, Social Media, Editing, Search Engine Optimization (SEO), Copywriting, Social Media Marketing","[('Blogging, Writing, Web Content Writing, Creative Writing, Blogger, Social Media, Editing, Search Engine Optimization (SEO), Copywriting, Social Media Marketing', 'SKILL')]","[('Blogger', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Blogger', 'to_type': 'SKILL', 'to_id': 'Blogging, Writing, Web Content Writing, Creative Writing, Blogger, Social Media, Editing, Search Engine Optimization (SEO), Copywriting, Social Media Marketing', 'type': 'REQUIRES'}]"
Board Member,"Board of Directors, Fundraising, Nonprofit Organizations, Finance, Business Strategy, Strategy, Leadership, Strategic Planning, Business Development, Project Management","[('Board of Directors, Fundraising, Nonprofit Organizations, Finance, Business Strategy, Strategy, Leadership, Strategic Planning, Business Development, Project Management', 'SKILL')]","[('Board Member', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Board Member', 'to_type': 'SKILL', 'to_id': 'Board of Directors, Fundraising, Nonprofit Organizations, Finance, Business Strategy, Strategy, Leadership, Strategic Planning, Business Development, Project Management', 'type': 'REQUIRES'}]"
Book Author,"Writing, Creative Writing, Editing, Book Writing, Fiction Writing, Publishing, Teaching, Web Content Writing, Storytelling, Public Speaking","[('Writing, Creative Writing, Editing, Book Writing, Fiction Writing, Publishing, Teaching, Web Content Writing, Storytelling, Public Speaking', 'SKILL')]","[('Book Author', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Book Author', 'to_type': 'SKILL', 'to_id': 'Writing, Creative Writing, Editing, Book Writing, Fiction Writing, Publishing, Teaching, Web Content Writing, Storytelling, Public Speaking', 'type': 'REQUIRES'}]"
Bookkeeper,"Bookkeeping, QuickBooks, Accounts Payable, Accounting, Account Reconciliation, Bank Reconciliation, Accounts Receivable (AR), Payroll Processing, Accounts Payable and Receivable, Invoicing","[('Bookkeeping, QuickBooks, Accounts Payable, Accounting, Account Reconciliation, Bank Reconciliation, Accounts Receivable (AR), Payroll Processing, Accounts Payable and Receivable, Invoicing', 'SKILL')]","[('Bookkeeper', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Bookkeeper', 'to_type': 'SKILL', 'to_id': 'Bookkeeping, QuickBooks, Accounts Payable, Accounting, Account Reconciliation, Bank Reconciliation, Accounts Receivable (AR), Payroll Processing, Accounts Payable and Receivable, Invoicing', 'type': 'REQUIRES'}]"
Brand Manager,"Brand Management, Brand Marketing, Brand Strategy, Brand Development, Branding & Identity, Marketing Strategy, Brand Awareness, Digital Marketing, Social Media Marketing, Marketing","[('Brand Management, Brand Marketing, Brand Strategy, Brand Development, Branding & Identity, Marketing Strategy, Brand Awareness, Digital Marketing, Social Media Marketing, Marketing', 'SKILL')]","[('Brand Manager', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Brand Manager', 'to_type': 'SKILL', 'to_id': 'Brand Management, Brand Marketing, Brand Strategy, Brand Development, Branding & Identity, Marketing Strategy, Brand Awareness, Digital Marketing, Social Media Marketing, Marketing', 'type': 'REQUIRES'}]"
Brand Representative,"Brand Ambassadorship, Marketing, Social Media, Sales, Brand Awareness, Social Media Marketing, Customer Service, Digital Marketing, Retail, Communication","[('Brand Ambassadorship, Marketing, Social Media, Sales, Brand Awareness, Social Media Marketing, Customer Service, Digital Marketing, Retail, Communication', 'SKILL')]","[('Brand Representative', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Brand Representative', 'to_type': 'SKILL', 'to_id': 'Brand Ambassadorship, Marketing, Social Media, Sales, Brand Awareness, Social Media Marketing, Customer Service, Digital Marketing, Retail, Communication', 'type': 'REQUIRES'}]"
